,Unnamed: 0,hotel_name,stars,price,price_for_period,nights_for_price,package,takeoff_airport,link_on_fibula,title_on_trip_advisor,number_bubbles,number_reviews,link
90,90,Sheraton Soma Bay Resort,5 ѕвезди,€ 1.484,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/ras-abu-soma/sheraton-soma-bay-resort--683333#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Sheraton Soma Bay Resort,4.5 of 5 bubbles,"2,733 reviews",https://www.tripadvisor.com/Hotel_Review-g488095-d320529-Reviews-Sheraton_Soma_Bay_Resort-Soma_Bay_Red_Sea_and_Sinai.html#REVIEWS
91,91,Steigenberger Golf Resort,5 ѕвезди,€ 1.505,18 јул. 2023,6 ноќи,Ноќевање со појадок,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/el-gouna/steigenberger-golf-resort--858787#departure=2023-07-18&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-07-18&v=1",Steigenberger Golf Resort,5 of 5 bubbles,82 reviews,https://www.tripadvisor.com/Hotel_Review-g297548-d464596-Reviews-Steigenberger_Golf_Resort-El_Gouna_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
92,92,Hawaii Le Jardin Aqua Park Resort,4 ѕвезди,€ 1.510,18 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/hawaii-le-jardin-aqua-park-resort--254131#departure=2023-08-18&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-18&v=1",Hawaii Le Jardin Aqua Resort,4 of 5 bubbles,"5,255 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d1092538-Reviews-Hawaii_Le_Jardin_Aqua_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
93,93,Sheraton Miramar Resort El Gouna,5 ѕвезди,€ 1.510,08 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/el-gouna/sheraton-miramar-resort-el-gouna--453944#departure=2023-08-08&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-08&v=1",Sheraton Miramar Resort El Gouna,4.5 of 5 bubbles,"4,795 reviews",https://www.tripadvisor.com/Hotel_Review-g297548-d301832-Reviews-Sheraton_Miramar_Resort_El_Gouna-El_Gouna_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
94,94,Jaz Makadi Star & Spa,5 ѕвезди,€ 1.510,22 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/makadi-bay/jaz-makadi-star-and-spa--859447#departure=2023-08-22&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-22&v=1",Jaz Makadi Star & Spa,5 of 5 bubbles,"2,431 reviews",https://www.tripadvisor.com/Hotel_Review-g297550-d600103-Reviews-Jaz_Makadi_Star_Spa-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
95,95,Jaz Grand Marsa,5 ѕвезди,€ 1.524,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/port-ghalib/jaz-grand-marsa--496582#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Jaz Grand Marsa,4.5 of 5 bubbles,"5,121 reviews",https://www.tripadvisor.com/Hotel_Review-g311425-d1443706-Reviews-Jaz_Grand_Marsa-Marsa_Alam_Red_Sea_and_Sinai.html#REVIEWS
96,96,Aurora Oriental Resort Sharm El Sheikh,5 ѕвезди,€ 1.533,06 окт. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/sinai-peninsula/sharm-el-sheikh/aurora-oriental-resort-sharm-el-sheikh--150904#departure=2023-10-06&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-10-06&v=1",Aurora Oriental Resort Sharm El Sheikh,4.5 of 5 bubbles,"4,583 reviews",https://www.tripadvisor.com/Hotel_Review-g303855-d1221812-Reviews-Aurora_Oriental_Resort_Sharm_El_Sheikh-Nabq_Bay_Sharm_El_Sheikh_South_Sinai_Red_Sea_an.html#REVIEWS
97,97,Albatros Beach Club,4 ѕвезди,€ 1.549,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/safaga/albatros-beach-club--333389#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Albatros Beach Club,4 of 5 bubbles,"2,284 reviews",https://www.tripadvisor.com/Hotel_Review-g488095-d1861701-Reviews-Albatros_Beach_Club-Soma_Bay_Red_Sea_and_Sinai.html#REVIEWS
98,98,Hawaii Caesar Aqua Park,4 ѕвезди,€ 1.549,18 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/hawaii-caesar-aqua-park--493080#departure=2023-08-18&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-18&v=1",Hawaii Caesar Palace Aqua Park,3.5 of 5 bubbles,"1,707 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d7208075-Reviews-Hawaii_Caesar_Palace_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
99,99,Continental Hurgada,5 ѕвезди,€ 1.549,25 јул. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/continental-hurgada--832040#departure=2023-07-25&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-07-25&v=1",Continental Hotel Hurghada,4.5 of 5 bubbles,"3,044 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d299112-Reviews-Continental_Hotel_Hurghada-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
100,100,Hawaii Caesar Dreams Resort & Aqua Park,5 ѕвезди,€ 1.549,18 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/hawaii-caesar-dreams-resort-and-aqua-park--1766513#departure=2023-08-18&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-18&v=1",Hawaii Caesar Palace Aqua Park,3.5 of 5 bubbles,"1,707 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d7208075-Reviews-Hawaii_Caesar_Palace_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
101,101,Serenity Makadi Beach,5 ѕвезди,€ 1.561,29 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/makadi-bay/serenity-makadi-beach--743009#departure=2023-08-29&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-29&v=1",Serenity Makadi Beach,4.5 of 5 bubbles,"4,467 reviews",https://www.tripadvisor.com/Hotel_Review-g297550-d940461-Reviews-Serenity_Makadi_Beach-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
102,102,Serenity Fun City,5 ѕвезди,€ 1.561,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/makadi-bay/serenity-fun-city--1614530#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Serenity Fun City,4.5 of 5 bubbles,"3,743 reviews",https://www.tripadvisor.com/Hotel_Review-g297550-d3248172-Reviews-Serenity_Fun_City-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
103,103,Jaz Makadina,5 ѕвезди,€ 1.565,08 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/makadi-bay/jaz-makadina--496980#departure=2023-08-08&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-08&v=1",Jaz Makadina,5 of 5 bubbles,"2,746 reviews",https://www.tripadvisor.com/Hotel_Review-g297550-d302123-Reviews-Jaz_Makadina-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
104,104,Swiss In Resort (ex Hilton Hurghada Resort),5 ѕвезди,€ 1.575,15 септ. 2023,6 ноќи,Полупансион,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/swiss-in-resort-ex-hilton-hurghada-resort--439487#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",La Casa Hilton Hurghada Resort,3.5 of 5 bubbles,34 reviews,https://www.tripadvisor.com/Restaurant_Review-g297549-d2007569-Reviews-La_Casa_Hilton_Hurghada_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
105,105,Jaz Lamaya Resort,5 ѕвезди,€ 1.591,01 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/port-ghalib/jaz-lamaya-resort--927118#departure=2023-09-01&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-01&v=1",Jaz Aquamarine Resort,4.5 of 5 bubbles,"14,196 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d1557730-Reviews-Jaz_Aquamarine_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
106,106,Albatros Aqua Blue Resort,"3,5 ѕвезди",€ 1.602,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/albatros-aqua-blue-resort--530105#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Albatros Aqua Park Resort,4.5 of 5 bubbles,"2,593 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d1588273-Reviews-Albatros_Aqua_Park_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
107,107,Albatros Aqua Park Resort,4 ѕвезди,€ 1.602,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/albatros-aqua-park-resort--757506#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Albatros Aqua Park Resort,4.5 of 5 bubbles,"2,593 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d1588273-Reviews-Albatros_Aqua_Park_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
108,108,Pickalbatros Aqua Vista Resort - Hurghada,4 ѕвезди,€ 1.602,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/pickalbatros-aqua-vista-resort-hurghada--766897#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Pickalbatros Aqua Vista Resort,4.5 of 5 bubbles,"2,206 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d940050-Reviews-Pickalbatros_Aqua_Vista_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
109,109,Ali Baba Palace,4 ѕвезди,€ 1.612,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/ali-baba-palace--253450#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Ali Baba Palace,4 of 5 bubbles,"1,641 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d316673-Reviews-Ali_Baba_Palace-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
110,110,Bellagio Beach Resort & Spa,5 ѕвезди,€ 1.626,18 јул. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/bellagio-beach-resort-and-spa--719331#departure=2023-07-18&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-07-18&v=1",Bellagio Beach Resort & Spa,4.5 of 5 bubbles,"3,344 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d1065229-Reviews-Bellagio_Beach_Resort_Spa-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
111,111,Mövenpick Resort El Quseir,4 ѕвезди,€ 1.626,18 јул. 2023,6 ноќи,Полупансион плус,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/el-qoseir/movenpick-resort-el-quseir--803617#departure=2023-07-18&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-07-18&v=1",Movenpick Resort & Spa El Gouna,4.5 of 5 bubbles,"5,045 reviews",https://www.tripadvisor.com/Hotel_Review-g297548-d607471-Reviews-Movenpick_Resort_Spa_El_Gouna-El_Gouna_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
112,112,Sunrise Grand Select Crystal Bay Resort,5 ѕвезди,€ 1.640,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/sunrise-grand-select-crystal-bay-resort--814521#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",SUNRISE Tucana Resort -Grand Select-,4.5 of 5 bubbles,205 reviews,https://www.tripadvisor.com/Hotel_Review-g297550-d23432675-Reviews-SUNRISE_Tucana_Resort_Grand_Select-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
113,113,Steigenberger Coraya Beach,5 ѕвезди,€ 1.642,01 септ. 2023,6 ноќи,Полупансион,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/port-ghalib/steigenberger-coraya-beach--153087#departure=2023-09-01&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-01&v=1",Steigenberger Coraya Beach,5 of 5 bubbles,"6,909 reviews",https://www.tripadvisor.com/Hotel_Review-g311425-d302140-Reviews-Steigenberger_Coraya_Beach-Marsa_Alam_Red_Sea_and_Sinai.html#REVIEWS
114,114,Albatros Alf Leila Wa Leila Hotel,"3,5 ѕвезди",€ 1.647,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/safaga/albatros-alf-leila-wa-leila-hotel--479778#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Alf Leila Wa Leila,4.5 of 5 bubbles,"2,764 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d557196-Reviews-Alf_Leila_Wa_Leila-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
115,115,Sentido Mamlouk Palace Resort & Spa Hurghada,5 ѕвезди,€ 1.653,28 јул. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/sentido-mamlouk-palace-resort-and-spa-hurghada--317667#departure=2023-07-28&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-07-28&v=1",SUNRISE Mamlouk Palace Resort,4.5 of 5 bubbles,"10,629 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d739159-Reviews-SUNRISE_Mamlouk_Palace_Resort-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
116,116,Pickalbatros Sea World Resort - Marsa Alam,4 ѕвезди,€ 1.658,15 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/el-qoseir/pickalbatros-sea-world-resort-marsa-alam--350700#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Pickalbatros Sea World Resort - Marsa Alam,4.5 of 5 bubbles,"2,943 reviews",https://www.tripadvisor.com/Hotel_Review-g488096-d1184475-Reviews-Pickalbatros_Sea_World_Resort_Marsa_Alam-El_Quseir_Marsa_Alam_Red_Sea_and_Sinai.html#REVIEWS
117,117,Panorama Bungalows Resort El Gouna,"3,5 ѕвезди",€ 1.658,15 авг. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/el-gouna/panorama-bungalows-resort-el-gouna--475227#departure=2023-08-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-08-15&v=1",Panorama Bungalows Resort El Gouna,4 of 5 bubbles,"1,443 reviews",https://www.tripadvisor.com/Hotel_Review-g297548-d830207-Reviews-Panorama_Bungalows_Resort_El_Gouna-El_Gouna_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
118,118,Tropitel Sahl Hasheesh,5 ѕвезди,€ 1.658,15 септ. 2023,6 ноќи,All inclusive plus/ultra,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/sahl-hasheesh/tropitel-sahl-hasheesh--683803#departure=2023-09-15&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-15&v=1",Tropitel Sahl Hasheesh,4.5 of 5 bubbles,"8,327 reviews",https://www.tripadvisor.com/Hotel_Review-g15516847-d2386354-Reviews-Tropitel_Sahl_Hasheesh-Sahl_Hasheesh_Hurghada_Red_Sea_and_Sinai.html#REVIEWS
119,119,Jaz Casa Del Mar Beach,5 ѕвезди,€ 1.672,22 септ. 2023,6 ноќи,All inclusive plus/ultra,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/jaz-casa-del-mar-beach--140025#departure=2023-09-22&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-22&v=1",Jaz Casa Del Mar Beach,5 of 5 bubbles,929 reviews,https://www.tripadvisor.com/Hotel_Review-g297549-d23263857-Reviews-Jaz_Casa_Del_Mar_Beach-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
120,120,Meraki Resort Hurghada - Adults only,4 ѕвезди,€ 1.672,01 септ. 2023,6 ноќи,All inclusive,Skopje Airport,"https://www.fibula.com.mk/charter/egipet/crveno-more/hurgada/meraki-resort-hurghada-adults-only--269474#departure=2023-09-01&durations=6,7,8,9&productType=Flight&selectedOfferDate=2023-09-01&v=1",Meraki Resort (Adults Only),4.5 of 5 bubbles,"3,671 reviews",https://www.tripadvisor.com/Hotel_Review-g297549-d15023581-Reviews-Meraki_Resort_Adults_Only-Hurghada_Red_Sea_and_Sinai.html#REVIEWS
